Average Response Time,Request Type,Frequency,Size
394.36687505804,1,2,1
133.02700011990964,1,2,1
103.57033414766192,1,2,1
328.165375161916,1,2,1
251.03933387435973,1,2,1
107.34416684135795,1,2,1
260.8729999046773,1,2,1
128.45108308829367,1,2,1
108.9594999793917,1,2,1
109.23520801588893,1,2,1
124.78816695511341,1,2,1
131.69229100458324,1,2,1
134.52574983239174,1,2,1
109.53420819714665,1,2,1
131.35929103009403,1,2,1
126.57987489365041,1,2,1
129.2379591614008,1,2,1
138.42579210177064,1,2,1
271.8104999512434,1,2,1
102.47724992223084,1,2,1
131.73849997110665,1,2,1
149.66712496243417,1,2,1
207.87462498992682,1,2,1
148.09025009162724,1,2,1
131.70495792292058,1,2,1
323.47291707992554,1,2,1
245.2308749780059,1,2,1
135.13829209841788,1,2,1
125.91679207980633,1,2,1
304.0894588921219,1,2,1
116.74183397553861,1,2,1
132.11329211480916,1,2,1
127.7490418870002,1,2,1
133.59645893797278,1,2,1
185.12112507596612,1,2,1
106.6367079038173,1,2,1
133.6844170000404,1,2,1
159.93987512774765,1,2,1
157.30504202656448,1,2,1
132.1205000858754,1,2,1
345.2440840192139,1,2,1
128.58812510967255,1,2,1
130.69070898927748,1,2,1
141.39912487007678,1,2,1
107.67516703344882,1,2,1
106.18795803748071,1,2,1
137.9063748754561,1,2,1
110.10158294811845,1,2,1
245.6798329949379,1,2,1
103.91320800408721,1,2,1
132.10029108449817,1,2,1
137.51866715028882,1,2,1
186.77579192444682,1,2,1
127.20062513835728,1,2,1
220.3597081825137,1,2,1
125.41491584852338,1,2,1
130.95199991948903,1,2,1
128.18474997766316,1,2,1
173.83079114370048,1,2,1
108.51362510584295,1,2,1
125.93191699124873,1,2,1
215.13316594064236,1,2,1
307.1452919393778,1,2,1
344.53095798380673,1,2,1
202.10420805960894,1,2,1
109.78033300489187,1,2,1
131.70758285559714,1,2,1
138.52416607551277,1,2,1
197.4622500129044,1,2,1
99.86541606485844,1,2,1
100.66524986177683,1,2,1
353.19908312521875,1,2,1
133.72224988415837,1,2,1
234.52358390204608,1,2,1
144.33258306235075,1,2,1
329.8924579285085,1,2,1
139.251166023314,1,2,1
118.95429203286767,1,2,1
121.13479105755687,1,2,1
132.55879213102162,1,2,1
100.80375010147691,1,2,1
95.0961671769619,1,2,1
137.66354089602828,1,2,1
165.80983414314687,1,2,1
129.1302910540253,1,2,1
130.7745419908315,1,2,1
148.67500006221235,1,2,1
177.47229197993875,1,2,1
215.1563751976937,1,2,1
186.6711659822613,1,2,1
134.96137503534555,1,2,1
328.340666834265,1,2,1
242.6376659423113,1,2,1
265.8035410568118,1,2,1
130.3486661054194,1,2,1
105.31829111278057,1,2,1
164.71591615118086,1,2,1
137.4273330438882,1,2,1
256.3208749052137,1,2,1
294.63391681201756,1,2,1
111.32662487216294,1,2,1
245.22491707466543,1,2,1
387.4367082025856,1,2,1
310.5592920910567,1,2,1
196.4436660055071,1,2,1
110.75850017368793,1,2,1
146.48008299991488,1,2,1
163.2830840535462,1,2,1
134.19654103927314,1,2,1
130.74470800347626,1,2,1
129.4474999886006,1,2,1
340.17620887607336,1,2,1
147.3955421242863,1,2,1
278.08429091237485,1,2,1
303.1590001191944,1,2,1
101.58095811493695,1,2,1
104.03366689570248,1,2,1
143.8637499231845,1,2,1
138.60016711987555,1,2,1
104.92941690608859,1,2,1
334.45387496612966,1,2,1
273.8141668960452,1,2,1
135.4387910105288,1,2,1
101.88379185274243,1,2,1
111.34641687385738,1,2,1
207.17866602353752,1,2,1
325.26912493631244,1,2,1
351.3790420256555,1,2,1
120.96762494184077,1,2,1
107.74054192006588,1,2,1
174.53654087148607,1,2,1
122.05708306282759,1,2,1
135.11037500575185,1,2,1
129.6551669947803,1,2,1
175.5045831669122,1,2,1
114.87933294847608,1,2,1
104.99504208564758,1,2,1
133.9609168935567,1,2,1
125.43791602365673,1,2,1
136.62033388391137,1,2,1
132.93737499043345,1,2,1
115.53995800204575,1,2,1
124.27416699938476,1,2,1
132.2686669882387,1,2,1
255.92812499962747,1,2,1
139.36345791444182,1,2,1
176.40779190696776,1,2,1
101.42379207536578,1,2,1
166.90300009213388,1,2,1
114.8769580759108,1,2,1
158.5529998410493,1,2,1
121.1869998369366,1,2,1
297.10891703143716,1,2,1
111.08537507243454,1,2,1
153.28437509015203,1,2,1
125.9249581489712,1,2,1
133.84745921939611,1,2,1
235.1760419551283,1,2,1
127.65591684728861,1,2,1
289.8445420432836,1,2,1
288.47041679546237,1,2,1
129.22054110094905,1,2,1
443.0471670348197,1,2,1
160.40745889768004,1,2,1
119.77220908738673,1,2,1
130.38962497375906,1,2,1
135.94487495720387,1,2,1
113.23524988256395,1,2,1
110.75016716495156,1,2,1
102.02941694296896,1,2,1
127.5737090036273,1,2,1
124.96012495830655,1,2,1
318.598167039454,1,2,1
101.78041714243591,1,2,1
131.1739580705762,1,2,1
183.27224999666214,1,2,1
198.76408390700817,1,2,1
184.54645900055766,1,2,1
197.88416591472924,1,2,1
275.843792129308,1,2,1
95.74379096738994,1,2,1
311.5932501386851,1,2,1
184.2682920396328,1,2,1
136.18908310309052,1,2,1
309.7923749592155,1,2,1
96.38770902529359,1,2,1
109.0264581143856,1,2,1
106.28254199400544,1,2,1
104.00724993087351,1,2,1
267.246084054932,1,2,1
289.8880410939455,1,2,1
227.2237918805331,1,2,1
106.46216594614089,1,2,1
178.83754102513194,1,2,1
164.82120798900723,1,2,1
139.1493750270456,1,2,1
108.63333404995501,1,2,1
367.8635419346392,1,2,1
168.2237081695348,1,2,1
218.81362493149936,1,2,1
108.26133284717798,1,2,1
108.75291703268886,1,2,1
161.60400002263486,1,2,1
151.37866605073214,1,2,1
145.72316710837185,1,2,1
107.65029094181955,1,2,1
99.191291956231,1,2,1
100.0063749961555,1,2,1
105.38012511096895,1,2,1
150.80737485550344,1,2,1
138.08425003662705,1,2,1
95.61766590923071,1,2,1
222.67695888876915,1,2,1
101.29370796494186,1,2,1
152.288667159155,1,2,1
130.42737497016788,1,2,1
132.62662501074374,1,2,1
128.62149998545647,1,2,1
115.79000018537045,1,2,1
251.6502500511706,1,2,1
113.96391689777374,1,2,1
104.82583404518664,1,2,1
128.70404194109142,1,2,1
281.494541792199,1,2,1
126.31916697137058,1,2,1
236.01979203522205,1,2,1
232.41241602227092,1,2,1
160.72620917111635,1,2,1
305.54654193110764,1,2,1
236.68295820243657,1,2,1
128.80833307281137,1,2,1
223.33629103377461,1,2,1
183.04049992002547,1,2,1
309.4872909132391,1,2,1
131.69199996627867,1,2,1
94.74154189229012,1,2,1
131.63220789283514,1,2,1
127.58770794607699,1,2,1
99.56949995830655,1,2,1
283.7419998832047,1,2,1
107.24154207855463,1,2,1
185.1252499036491,1,2,1
125.2630827948451,1,2,1
280.6300420779735,1,2,1
247.02316708862782,1,2,1
289.14937493391335,1,2,1
228.82037493400276,1,2,1
129.60383296012878,1,2,1
364.5449581090361,1,2,1
141.19075005874038,1,2,1
131.31804089061916,1,2,1
94.65362504124641,1,2,1
150.48262500204146,1,2,1
130.6788749061525,1,2,1
96.7541669961065,1,2,1
137.57383404299617,1,2,1
156.54333401471376,1,2,1
186.47429207339883,1,2,1
106.33945791050792,1,2,1
234.51520805247128,1,2,1
178.76554210670292,1,2,1
105.0000418908894,1,2,1
264.9491250049323,1,2,1
108.61033294349909,1,2,1
132.00320792384446,1,2,1
217.51816594041884,1,2,1
121.89958314411342,1,2,1
101.44658293575048,1,2,1
127.10149982012808,1,2,1
193.1792499963194,1,2,1
120.36833399906754,1,2,1
129.26008296199143,1,2,1
106.77887499332428,1,2,1
129.26854216493666,1,2,1
277.40912488661706,1,2,1
133.9849589858204,1,2,1
146.16095810197294,1,2,1
126.7945000436157,1,2,1
144.24999989569187,1,2,1
99.5703749358654,1,2,1
183.02379199303687,1,2,1
100.06145900115371,1,2,1
131.12658401951194,1,2,1
129.07833396457136,1,2,1
119.29262499324977,1,2,1
248.19887499324977,1,2,1
147.72741682827473,1,2,1
103.73491700738668,1,2,1
108.46999986097217,1,2,1
128.31474980339408,1,2,1
142.7644998766482,1,2,1
371.9155830331147,1,2,1
135.48837509006262,1,2,1
132.01824994757771,1,2,1
208.1226659938693,1,2,1
243.22000006213784,1,2,1
130.2037921268493,1,2,1
326.89791708253324,1,2,1
184.72825014032423,1,2,1
106.05054092593491,1,2,1
300.286958925426,1,2,1
161.3533750642091,1,2,1
133.4401669446379,1,2,1
225.84520815871656,1,2,1
271.1961669847369,1,2,1
131.42774999141693,1,2,1
130.70733286440372,1,2,1
196.8775000423193,1,2,1
286.68825002387166,1,2,1
172.53570910543203,1,2,1
120.5219579860568,1,2,1
154.4110409449786,1,2,1
120.84891693666577,1,2,1
312.33712495304644,1,2,1
129.22420795075595,1,2,1
131.61304197274148,1,2,1
163.87679195031524,1,2,1
154.37320806086063,1,2,1
310.14458392746747,1,2,1
117.68299993127584,1,2,1
91.46945807151496,1,2,1
467.0768748037517,1,2,1
102.96395793557167,1,2,1
131.66466704569757,1,2,1
162.77666692622006,1,2,1
99.83129100874066,1,2,1
101.61524987779558,1,2,1
102.6030839420855,1,2,1
139.48308303952217,1,2,1
120.8599170204252,1,2,1
106.54458403587341,1,2,1
113.63525013439357,1,2,1
133.2829580642283,1,2,1
102.9999169986695,1,2,1
131.1922911554575,1,2,1
132.61500000953674,1,2,1
131.40420918352902,1,2,1
168.7361670192331,1,2,1
190.79695781692863,1,2,1
312.76783300563693,1,2,1
237.24208306521177,1,2,1
144.58320895209908,1,2,1
131.7127498332411,1,2,1
113.86608285829425,1,2,1
126.84420798905194,1,2,1
89.86700000241399,1,2,1
131.52829208411276,1,2,1
128.86462500318885,1,2,1
105.84108298644423,1,2,1
144.15754098445177,1,2,1
128.97450011223555,1,2,1
317.8228340111673,1,2,1
310.8728330116719,1,2,1
210.66262479871511,1,2,1
126.03295897133648,1,2,1
267.2793751116842,1,2,1
116.74041696824133,1,2,1
129.78270812891424,1,2,1
133.46175011247396,1,2,1
132.1537501644343,1,2,1
109.50695909559727,1,2,1
112.53208387643099,1,2,1
118.82520793005824,1,2,1
155.28958314098418,1,2,1
337.57429104298353,1,2,1
146.8909161631018,1,2,1
92.32124988920987,1,2,1
107.18445805832744,1,2,1
105.08116614073515,1,2,1
132.36404117196798,1,2,1
119.84166712500155,1,2,1
300.15920801088214,1,2,1
128.87741578742862,1,2,1
287.5810831319541,1,2,1
258.9214581530541,1,2,1
168.47608401440084,1,2,1
127.22733314149082,1,2,1
218.97016698494554,1,2,1
128.96612496115267,1,2,1
112.09745914675295,1,2,1
134.29137505590916,1,2,1
130.69570786319673,1,2,1
132.50854099169374,1,2,1
120.15550001524389,1,2,1
133.18445906043053,1,2,1
101.12570808269083,1,2,1
315.9591250587255,1,2,1
134.63087496347725,1,2,1
104.9016669858247,1,2,1
312.0776661671698,1,2,1
219.09508318640292,1,2,1
116.01770808920264,1,2,1
198.62987496890128,1,2,1
99.80133408680558,1,2,1
114.4271669909358,1,2,1
201.32599980570376,1,2,1
283.7455419357866,1,2,1
216.64937492460012,1,2,1
128.61675000749528,1,2,1
131.37820782139897,1,2,1
295.45066715218127,1,2,1
105.21499998867512,1,2,1
285.7802079524845,1,2,1
104.67079095542431,1,2,1
131.86420896090567,1,2,1
129.1992908809334,1,2,1
159.13125011138618,1,2,1
91.05529100634158,1,2,1
168.6863750219345,1,2,1
108.09112503193319,1,2,1
132.01695820316672,1,2,1
129.70870803110301,1,2,1
268.8380419276655,1,2,1
98.53262500837445,1,2,1
199.81124997138977,1,2,1
226.2816249858588,1,2,1
126.00087490864098,1,2,1
262.12833379395306,1,2,1
248.50949994288385,1,2,1
312.20045895315707,1,2,1
102.89616696536541,1,2,1
135.99629211239517,1,2,1
128.3267920371145,1,2,1
100.36987508647144,1,2,1
112.40604100748897,1,2,1
245.71204092353582,1,2,1
125.65508298575878,1,2,1
128.49000003188848,1,2,1
269.45662521757185,1,2,1
130.57912490330637,1,2,1
114.52433303929865,1,2,1
133.17525014281273,1,2,1
97.07737504504621,1,2,1
91.0408750642091,1,2,1
198.01933295093477,1,2,1
207.70633313804865,1,2,1
121.8724581412971,1,2,1
293.3020000346005,1,2,1
130.56358299218118,1,2,1
136.2441668752581,1,2,1
130.0872080028057,1,2,1
141.3788751233369,1,2,1
310.1646669674665,1,2,1
168.21654210798442,1,2,1
128.0219170730561,1,2,1
107.0677088573575,1,2,1
300.8187080267817,1,2,1
302.8138328809291,1,2,1
150.7387498859316,1,2,1
147.90595788508654,1,2,1
286.40045784413815,1,2,1
102.0198748447001,1,2,1
110.00908399000764,1,2,1
115.1166670024395,1,2,1
111.74020799808204,1,2,1
198.97195883095264,1,2,1
101.85641585849226,1,2,1
97.43679198436439,1,2,1
105.31729087233543,1,2,1
132.1039160247892,1,2,1
129.98791597783566,1,2,1
301.98308383114636,1,2,1
94.99466605484486,1,2,1
144.44712502881885,1,2,1
98.0671658180654,1,2,1
106.32504080422223,1,2,1
106.47241678088903,1,2,1
136.05258311145008,1,2,1
134.5210000872612,1,2,1
171.60741589032114,1,2,1
234.10433297976851,1,2,1
128.6326670087874,1,2,1
102.3181660566479,1,2,1
99.96537491679192,1,2,1
284.370832843706,1,2,1
105.03262490965426,1,2,1
131.71195797622204,1,2,1
207.5181659311056,1,2,1
135.0931660272181,1,2,1
312.382958130911,1,2,1
124.81012498028576,1,2,1
313.1892920937389,1,2,1
128.2529579475522,1,2,1
345.5749999266118,1,2,1
279.6214169356972,1,2,1
114.1640420537442,1,2,1
92.24845888093114,1,2,1
109.91662507876754,1,2,1
166.16279212757945,1,2,1
101.29804210737348,1,2,1
128.98816680535674,1,2,1
102.2157920524478,1,2,1
118.11529216356575,1,2,1
134.33362497016788,1,2,1
129.73987497389317,1,2,1
130.30541688203812,1,2,1
130.76895894482732,1,2,1
98.34091714583337,1,2,1
116.39895802363753,1,2,1
133.36424995213747,1,2,1
300.8904999587685,1,2,1
118.70583286508918,1,2,1
228.1627079937607,1,2,1
276.4650001190603,1,2,1
104.11995789036155,1,2,1
106.9520830642432,1,2,1
130.41895907372236,1,2,1
131.0022498946637,1,2,1
132.07466690801084,1,2,1
145.0015411246568,1,2,1
284.4545829575509,1,2,1
128.32529097795486,1,2,1
143.17458402365446,1,2,1
308.5123330820352,1,2,1
111.32825003005564,1,2,1
95.77370784245431,1,2,1
146.33412496186793,1,2,1
151.6605829820037,1,2,1
114.42470806650817,1,2,1
133.66766716353595,1,2,1
181.19345884770155,1,2,1
124.73979103378952,1,2,1
130.0043750088662,1,2,1
102.40116599015892,1,2,1
102.81799989752471,1,2,1
313.3540418930352,1,2,1
126.16208312101662,1,2,1
106.78208293393254,1,2,1
237.40758304484189,1,2,1
136.8699581362307,1,2,1
129.23629209399223,1,2,1
129.84654190950096,1,2,1
125.84733287803829,1,2,1
128.73925012536347,1,2,1
136.98704191483557,1,2,1
130.80124999396503,1,2,1
173.20604110136628,1,2,1
147.0100001897663,1,2,1
152.6624159887433,1,2,1
109.1775419190526,1,2,1
154.40875012427568,1,2,1
95.51508305594325,1,2,1
167.78204101137817,1,2,1
183.7992500513792,1,2,1
307.1941251400858,1,2,1
198.21624993346632,1,2,1
103.09899994172156,1,2,1
125.12691598385572,1,2,1
116.42900016158819,1,2,1
304.3475840240717,1,2,1
145.17887495458126,1,2,1
308.4821661468595,1,2,1
145.49029199406505,1,2,1
149.1852910257876,1,2,1
149.43558303639293,1,2,1
309.154957998544,1,2,1
136.59229199402034,1,2,1
101.94704192690551,1,2,1
103.4645838662982,1,2,1
131.50837505236268,1,2,1
362.477834103629,1,2,1
109.34174992144108,1,2,1
370.73404202237725,1,2,1
119.05733379535377,1,2,1
106.99312505312264,1,2,1
129.34283399954438,1,2,1
227.23258286714554,1,2,1
410.96000000834465,1,2,1
166.80824989452958,1,2,1
143.09333311393857,1,2,1
108.73400000855327,1,2,1
143.24524998664856,1,2,1
130.4803341627121,1,2,1
136.83204096741974,1,2,1
109.13500003516674,1,2,1
247.2524589393288,1,2,1
115.76870805583894,1,2,1
100.27412488125265,1,2,1
311.4212080836296,1,2,1
94.22362502664328,1,2,1
103.92245906405151,1,2,1
282.1596250869334,1,2,1
100.58558383025229,1,2,1
142.6519169472158,1,2,1
99.03400018811226,1,2,1
103.40374987572432,1,2,1
308.11270815320313,1,2,1
311.9640829972923,1,2,1
130.90337486937642,1,2,1
121.96450005285442,1,2,1
283.91712508164346,1,2,1
249.82383288443089,1,2,1
206.73562493175268,1,2,1
91.94191708229482,1,2,1
306.83324998244643,1,2,1
304.6495420858264,1,2,1
313.9246669597924,1,2,1
129.19487501494586,1,2,1
147.4827080965042,1,2,1
129.49141603894532,1,2,1
132.5581669807434,1,2,1
105.05100013688207,1,2,1
131.7427910398692,1,2,1
182.3100419715047,1,2,1
203.53424991481006,1,2,1
315.6487918458879,1,2,1
120.10462488979101,1,2,1
132.20416707918048,1,2,1
124.88604080863297,1,2,1
97.54329198040068,1,2,1
151.57249988988042,1,2,1
149.21674993820488,1,2,1
236.08291684649885,1,2,1
273.37912493385375,1,2,1
110.71670800447464,1,2,1
132.97591707669199,1,2,1
129.41795797087252,1,2,1
105.72595801204443,1,2,1
197.19762494787574,1,2,1
239.08858303911984,1,2,1
120.96400000154972,1,2,1
336.1734168138355,1,2,1
132.35666695982218,1,2,1
129.43700002506375,1,2,1
112.594542093575,1,2,1
300.2369590103626,1,2,1
234.77874998934567,1,2,1
224.91391701623797,1,2,1
117.68333404324949,1,2,1
97.47233311645687,1,2,1
120.85758405737579,1,2,1
278.36274984292686,1,2,1
297.1659160684794,1,2,1
219.91750015877187,1,2,1
97.45933301746845,1,2,1
109.82833313755691,1,2,1
133.06354102678597,1,2,1
116.7407501488924,1,2,1
95.63708282075822,1,2,1
97.68441691994667,1,2,1
106.18004109710455,1,2,1
98.98541704751551,1,2,1
97.63687499798834,1,2,1
7.880707969889045,1,2,1
8.886249968782067,1,2,1
9.452250087633729,1,2,1
9.177915984764695,1,2,1
8.7635419331491,1,2,1
10.697666788473725,1,2,1
25.309208082035184,1,2,1
10.86749997921288,1,2,1
8.21104203350842,1,2,1
24.021708872169256,1,2,1
10.33354108221829,1,2,1
10.588665958493948,1,2,1
9.293665876612067,1,2,1
8.84966691955924,1,2,1
8.52695805951953,1,2,1
13.805708149448037,1,2,1
11.752791004255414,1,2,1
8.772917091846466,1,2,1
13.06262519210577,1,2,1
26.26387495547533,1,2,1
8.377125021070242,1,2,1
8.093792013823986,1,2,1
11.22975000180304,1,2,1
9.300292003899813,1,2,1
55.38849998265505,1,2,1
9.940583957359195,1,2,1
9.193375008180737,1,2,1
10.294999927282333,1,2,1
12.322332942858338,1,2,1
9.420040994882584,1,2,1
9.232542011886835,1,2,1
9.314249968156219,1,2,1
8.336625061929226,1,2,1
10.218959068879485,1,2,1
9.72949992865324,1,2,1
8.645208086818457,1,2,1
9.15991677902639,1,2,1
8.96033295430243,1,2,1
8.874458028003573,1,2,1
9.563667001202703,1,2,1
24.199292063713074,1,2,1
9.317249990999699,1,2,1
10.630874894559383,1,2,1
7.716083200648427,1,2,1
8.709582965821028,1,2,1
10.180499870330095,1,2,1
10.113874915987253,1,2,1
8.24904185719788,1,2,1
9.131415979936719,1,2,1
10.584000032395124,1,2,1
9.23483306542039,1,2,1
9.572457987815142,1,2,1
11.263708118349314,1,2,1
8.270084159448743,1,2,1
10.80466597341001,1,2,1
9.769708849489689,1,2,1
8.775250054895878,1,2,1
9.567707777023315,1,2,1
10.150959016755223,1,2,1
9.329542052000761,1,2,1
9.035875089466572,1,2,1
8.900332963094115,1,2,1
7.4771668296307325,1,2,1
24.340417003259063,1,2,1
7.252332987263799,1,2,1
12.649083975702524,1,2,1
9.355833986774087,1,2,1
8.873499929904938,1,2,1
10.007041972130537,1,2,1
10.268124984577298,1,2,1
10.402166983112693,1,2,1
9.86312492750585,1,2,1
9.580624988302588,1,2,1
9.501208085566759,1,2,1
8.73991590924561,1,2,1
13.26074986718595,1,2,1
9.764624992385507,1,2,1
8.97566694766283,1,2,1
9.795041056349874,1,2,1
8.860999951139092,1,2,1
8.418750017881393,1,2,1
9.039042051881552,1,2,1
9.825082961469889,1,2,1
14.257333939895034,1,2,1
9.208917152136564,1,2,1
9.621458826586604,1,2,1
9.77066601626575,1,2,1
8.213832974433899,1,2,1
9.573791874572635,1,2,1
9.04816691763699,1,2,1
8.98062507621944,1,2,1
26.00683318451047,1,2,1
10.11116593144834,1,2,1
8.790832944214344,1,2,1
8.692959090694785,1,2,1
10.124166030436754,1,2,1
8.823125157505274,1,2,1
9.387874975800514,1,2,1
11.375209083780646,1,2,1
8.569166995584965,1,2,1
62.63416702859104,1,2,1
8.97154095582664,1,2,1
9.359542047604918,1,2,1
9.203790919855237,1,2,1
10.051666991785169,1,2,1
9.517166065052152,1,2,1
9.878791868686676,1,2,1
9.867708198726177,1,2,1
10.280707851052284,1,2,1
8.751249872148037,1,2,1
11.037916876375675,1,2,1
10.34887507557869,1,2,1
10.478750104084611,1,2,1
9.108833968639374,1,2,1
8.984332904219627,1,2,1
9.206000017002225,1,2,1
9.443041170015931,1,2,1
8.842250099405646,1,2,1
8.866583928465843,1,2,1
9.285458130761981,1,2,1
100.0695419497788,1,2,1
8.9674168266356,1,2,1
10.003165807574987,1,2,1
10.31437492929399,1,2,1
9.951833169907331,1,2,1
8.916541934013367,1,2,1
9.645750047639012,1,2,1
9.320790879428387,1,2,1
8.9884998742491,1,2,1
9.534457931295037,1,2,1
9.784667054191232,1,2,1
8.669459028169513,1,2,1
9.767042007297277,1,2,1
9.91079187951982,1,2,1
26.124041993170977,1,2,1
9.97170782648027,1,2,1
8.62979213707149,1,2,1
8.352124830707908,1,2,1
8.318583015352488,1,2,1
9.443209040910006,1,2,1
9.83870797790587,1,2,1
8.796625072136521,1,2,1
9.270667098462582,1,2,1
8.949083974584937,1,2,1
9.050625143572688,1,2,1
8.988375077024102,1,2,1
14.335625106468797,1,2,1
10.52016718313098,1,2,1
10.13083290308714,1,2,1
10.39708312600851,1,2,1
9.047041879966855,1,2,1
9.514166042208672,1,2,1
9.215458063408732,1,2,1
8.553083054721355,1,2,1
9.81579115614295,1,2,1
10.199707932770252,1,2,1
8.91829188913107,1,2,1
25.44804196804762,1,2,1
9.303709026426077,1,2,1
8.397874888032675,1,2,1
8.762707933783531,1,2,1
10.11149981059134,1,2,1
8.434084011241794,1,2,1
9.117834037169814,1,2,1
9.784084046259522,1,2,1
9.923999896273017,1,2,1
9.234458906576037,1,2,1
9.311707923188806,1,2,1
10.80041704699397,1,2,1
9.300375124439597,1,2,1
10.247000027447939,1,2,1
9.406292112544179,1,2,1
9.784332942217588,1,2,1
9.86329186707735,1,2,1
9.27079119719565,1,2,1
9.827250149101019,1,2,1
8.142417063936591,1,2,1
9.336333954706788,1,2,1
8.67437501437962,1,2,1
10.023459093645215,1,2,1
8.853541919961572,1,2,1
9.183292044326663,1,2,1
9.491249918937683,1,2,1
9.482875000685453,1,2,1
10.410499991849065,1,2,1
9.747124975547194,1,2,1
9.278625017032027,1,2,1
10.5852079577744,1,2,1
9.528832975775003,1,2,1
10.039875051006675,1,2,1
8.542167022824287,1,2,1
10.57379087433219,1,2,1
7.933375192806125,1,2,1
9.407541016116738,1,2,1
9.269167203456163,1,2,1
34.045625012367964,1,2,1
